,imdb_id,reviewer,review,index
91,tt2328678,Natalia Winkelman,"Once upon a time, an action-adventure drama began production. Nearly eight years, a title change and a new distribution plan later, the movie finally sees the light of day. Nothing about it feels worth the wait.",91
92,tt9907782,Paul Arendt,"Cursed is no Scream, but it is at least a healthy yelp.",92
93,tt9907782,Marc Savlov,Genre fans and newcomers alike should skip this monstrosity and go rent Ginger Snaps instead.,93
94,tt9907782,Owen Gleiberman,"Makes you long for the days when teenage werewolves were beady-eyed, slavering versions of hairy-palm jokes.",94
95,tt9907782,Ben Kenigsberg,The scariest thing in the movie is a cameo by Scott Baio.,95
96,tt9907782,Stephen Hunter,"The special effects are particularly lame, and an insult to the proud werewolf tradition of An American Werewolf in London or the even better The Howling.",96
97,tt9907782,Peter Howell,The scariest thing about this movie is the incredible waste of once-vital talent.,97
98,tt9907782,Mick LaSalle,"A third-rate effort, with a weak script, cheap-looking effects and no genuine frights.",98
99,tt9907782,Gene Seymour,"How can you not feel affectionate toward a movie that includes a line like, 'I guess there's no such thing as safe sex with a werewolf'?",99
100,tt9907782,Stephen Whitty,"A hodgepodge of false starts and dead ends, and an assault on an audience's patience (as well as on the continuity editor).",100
101,tt9907782,A.O. Scott,"It's not bad enough to make you curse, but you are likely to laugh when you should scream, and to roll your eyes when you are meant to laugh.",101
102,tt9907782,V.A. Musetto,Follows its predictable way to an ending that seems endless.,102
103,tt9907782,Robert Dominguez,A fangless tale devoid of chills.,103
104,tt9907782,Kevin Crust,The Dawson's Creek sensitivity and unsatisfying effects undermine the lupine anxiety.,104
105,tt9907782,James Berardinelli,Not since primitive stop-motion special effects turned Lon Chaney into the Wolf Man has a movie lycanthrope looked so unconvincing.,105
106,tt9907782,Frank Scheck,Fails to provide either Craven's trademark chills or Williamson's trademark satirical wit.,106
107,tt9907782,Michael Wilmington,"Cursed isn't a very good movie, but it's more an uninspired letdown than a flabbergasting turkey.",107
108,tt9907782,Nick Schager,The best thing that can be said about Cursed is that it's scarier than Teen Wolf Too.,108
109,tt9907782,Roger Moore,"Idiotic movie, even by werewolf standards.",109
110,tt8633464,David Stratton,"Compelling and intriguing, the film continually shifts into unanticipated directions. Farrell gives a particularly fine performance as the increasingly frustrated and thwarted Jake.",110
111,tt8633464,Keith Uhlich,Much too 'Instagram Stories: The Motion Picture' for my taste.,111
112,tt8633464,Adam Kempenaar,The editing - which is also Koganada - offers wonderful elisions and punctuations that add compelling elements and draw you in without changing the gentleness of this film.,112
113,tt8633464,Christy Lemire,"[Director Kogonada] finds a tonal balance that's really difficult between being profound about the nature of existence, but also light and wispy and wistful at the same time.",113
114,tt8633464,Scott Tobias,"Whether Kogonada intended it or not, After Yang plays like a profound film for the glass-half-full atheist, suggesting not only the preciousness and importance of life, but the ways in which it continues after our systems crash.",114
115,tt8633464,Barry Hertz,"[Farrell] treads the waters of wistfulness, compassion and devotion with an elegant ease.",115
116,tt8633464,Richard Brody,"“After Yang” shows how easily the taste for beauty can be tainted, subverted, distorted, and abused by the powers that be.",116
117,tt8633464,Maxwelll Rabb,Director Kogonada’s sophomore film explores a subtly futuristic world where artificial intelligence is commonplace.,117
118,tt8633464,Stephanie Zacharek,"At the end, you may feel you’ve just seen a movie that somehow holds elusive answers to some of the bigger questions in life, even though nothing is spelled out too broadly.",118
119,tt8633464,Richard Roeper,"Thoughtful and nicely unsettling, sci-fi film finds meaning in the memories of an automated companion.",119
120,tt8633464,Nick Schager,Farrell will break your heart...the talented Irishman plays a forlorn father investigating his family’s malfunctioning robot helper in Kogonada’s latest.,120
121,tt8633464,David Fear,"Check the cynicism for a second, however, and you start to realize that the main question here is not, “What does it mean to be human?” or “Do androids dream of electronic afterlives?” but “Why, exactly, am I crying so hard?”",121
122,tt8633464,Alison Willmore,"After Yang is an almost painfully tender movie about the life and death of a robot, but it’s also about what life and death mean to a technological being and a human one.",122
123,tt8633464,Leah Greenblatt,"Like its muse, the movie feels a little like a black-box experiment, one that can be both frustratingly opaque and achingly lovely: a still-waters mystery whose ripples, even up to the last frame, only hint at what lies beneath.",123
124,tt8633464,Joe Morgenstern,"In a tale that touches on such a diversity of subjects -- loneliness, mortality, adoption, family ties, the realm of the senses, artificial intelligence -- it’s the ineffable things that count.",124
125,tt8633464,Jake Coyle,"After Yang may not reach the heights it’s seeking, but it’s easy to respect it for trying to tackle profound questions and reach a register of high-minded reflection.",125
126,tt8633464,Adam Graham,"Whatever the future of filmmaking looks like, Kogonada has a place in it.",126
127,tt8633464,Manohla Dargis,"There’s more to this quest than might appear because along the way Kogonada is upending the noxious stereotype of the “stoic” Asian, a familiar cliché, including in science fiction.",127
128,tt8633464,Richard Whittaker,"After Yang will resonate with anyone who has absorbed such emptiness into themselves, and found some comfort there.",128
129,tt8633464,Mark Feeney,The movie’s like a set of wind chimes with hardly any wind.,129
130,tt14060094,David Stratton,Plenty of fun is provided by trying to spot the local locations where the reckless car chases were filmed.,130
131,tt14060094,Richard Roeper,"They should know the one thing you really don’t want to do is mess with Liam Neeson’s family, because the man has a very particular — Taste in screenplays.",131
132,tt14060094,Thelma Adams,This melancholy actioner with a cliché-ridden script highlights a moral man contemplating retirement as his past catches up with him — along with his achy knee joints and feet. But Neeson’s still got game.,132
133,tt14060094,Bilge Ebiri,"No element of the narrative is presented with the modicum of detail required to make us care... which is a shame, because if you squint really hard you could see the beginnings of an intriguing political thriller in there somewhere.",133
134,tt14060094,Joe Morgenstern,"One could even argue that it’s not a movie at all, only a rusted-out recycling bin of ill-fitting themes, notions, poses, conventions, affectations, tropes, tropelets and inert snippets of dialogue from other movies.",134
135,tt14060094,Glenn Kenny,"The script is, gross opportunism aside, dismally threadbare.",135
136,tt14060094,Robert Abele,"The kind of low-wattage, paint-by-numbers thriller that usually signifies a perilous turn toward the action purgatory that is cheap, direct-to-nowhere fare.",136
137,tt14060094,Jocelyn Noveck,"As for Neeson, what can we say? He could keep doing this ’til he’s 80, but surely there’s something better out there. As the film’s closing song goes, “every story needs a hero.” True. But every hero also needs a story. A better one.",137
138,tt14060094,Amy Nicholson,"The twist in the screenplay is that the story sticks with the point of view of Neesons nave brute, who in an ordinary film would be a no-name heavy offed in the third act. Am I the good guy? he asks. Not really.",138
139,tt14060094,Adam Graham,A by-the-numbers action thriller lacking in both action and thrills.,139
140,tt14060094,Trace Sauveur,The world of government secrets and undercover agents should be a lot more exciting than what Blacklight has to offer.,140
141,tt14060094,James Berardinelli,"It has gotten to the point where February seems incomplete with one of these Neeson paydays. But, my God, have they started to stink.",141
142,tt14060094,Michael O'Sullivan,"For fans of Neeson as action hero, “Blacklight” may be something of a disappointment, at least measuring it against the yardstick of previous thrillers in this particular branch of the actor’s body of work.",142
143,tt14060094,Randy Myers,"To its credit, “Blacklight” is watchable, and unintentionally laughable, but it could have been a lot better.",143
144,tt14060094,Barry Hertz,"You will walk away... with many, many, many questions. The first one being: Can I please have my money and 107 minutes back?",144
145,tt14060094,Craig D. Lindsey,"Neeson has basically become a hero for hire, going through the same old motions in one silly shoot-’em-up after another. We already have one Bruce Willis. We don’t need two.",145
146,tt14060094,Todd Gilchrist,"An unsurprisingly tepid action thriller which extends this odd phase of Neesons career, but the best thing that can probably be said about it is that its not materially worse than most of the others.",146
147,tt14060094,Derek Smith,"Blacklight is a series of repetitious, dialogue-driven scenes capped by an inevitable, and uneventful, action-driven showdown.",147
148,tt14060094,Frank Scheck,"It offers nary a memorable set piece or resonant line of dialogue, except for when Neeson’s character admits at one point, “In hindsight, I suspect I made a poor career choice.”",148
149,tt7740496,Caroline Siede,"Though ""Nightmare Alley"" is too long and meandering to totally work as a cohesive film, theres no doubt it has images that will stick with you none more so than its haunting final shot.",149
150,tt7740496,Isaac Feldberg,"Nightmare Alley feels gorgeously and intricately alive on the screen. Its shadows are luxuriant and deep, often threatening to swallow the characters whole, and the actors play their parts with an aplomb that rivals del Toro’s own.",150
151,tt7740496,Adam Kempenaar,"The genuine, pleasant surprise for me was discovering truly what an unabashed, all-out noir it was. Blanchett's character, the big scheme, the hubris and pushing the scheme too far, the fatalism.",151
152,tt7740496,Tim Cogshell,The one to see is the one from 1947.,152
153,tt7740496,Clarisse Loughrey,It's hard to think of a noir story that would be better suited to del Toro as a director -- the arch-fabulist who fears men more than he does monsters.,153
154,tt7740496,Mark Kermode,"From its bruised colour palette to its spiralling descent into madness and degradation, this is deliciously damnable fare, looking back through the prism of Del Toro's adventurous oeuvre to the existential angst of his vampiric feature debut, Cronos.",154
155,tt7740496,Charlotte O'Sullivan,"The journey taken by del Toro may be convoluted. Where he ends up, though, is a bad dream come true.",155
156,tt7740496,Kevin Maher,"An oddly literal melodrama about bad people doing very bad things, very slowly.",156
157,tt7740496,Jake Wilson,It's impossible to tell whether del Toro is laughing up his sleeve or crossing his fingers that Blanchett's big moments will lead to another Oscar.,157
158,tt7740496,Danny Leigh,"Telling a story of alcoholism and despair, Del Toro just makes a movie, delivered in quote marks, polished to a shine. (Far too long as well.)",158
159,tt7740496,Robbie Collin,[A] strangely stiff and synthetic film...,159
160,tt7740496,Peter Bradshaw,Guillermo del Toro hits us with a spectacular noir melodrama boasting gruesomely enjoyable performances and freaky twists.,160
161,tt7740496,Linda Marric,Del Toro employs a mixture of stylish old Hollywood sensibilities with B movie tropes to bring us an engaging and gorgeously acted psychological thriller.,161
162,tt7740496,Leila Latif,If there's any justice in the world Del Toro and Blanchett will team up again.,162
163,tt7740496,Ben Travis,"A rare del Toro film that's not an outright spook show, Nightmare Alley isn't quite the filmmaker's best - but it's not far off, boasting an enveloping atmosphere, compelling characters, and gorgeous filmmaking.",163
164,tt7740496,Jason Bailey,"Some have complained about the expansive running time (a half hour longer than the original), but this viewer isn't one of them; a film with this much mood and atmosphere can take its time.",164
165,tt7740496,Christy Lemire,"The second half is much more enjoyable, but by the end of it, [Nightmare Alley] left me cold.",165
166,tt7740496,Rex Reed,"It's too long, too uneven in some places, too slow in others, and too flawed to be a masterpiece, but even with its drawbacks I could not take my eyes off the screen.",166
167,tt7740496,Adam Mullins-Khatib,"Nightmare Alley is a mesmerizing film of characters haunted by memory and regret, from Stan's nightmares of his father to the longing for the past of the socialites he cons.",167
168,tt7740496,Kristy Puchko,This isn't Simon Rex in Red Rocket or Benedict Cumberbatch in The Power of the Dog. It's more Ben Platt in Dear Evan Hansen. It's a gamble that just doesn't pay off.,168
169,tt7657566,Liz Shannon Miller,"""Theres so much good mixed in with the uncomfortable of this film that one cannot call it a hard pass. But an easy-going river cruise, this aint.""",169
170,tt7657566,Tim Cogshell,It's very well done... It's darker and meaner than the original Agatha Christie [novel].,170
171,tt7657566,Sara Michelle Fetters,"Branagh remains a sublime Poirot, and his direction of the material is frequently marvelous.",171
172,tt7657566,Richard Roeper,Not a whisker out of place...,172
173,tt7657566,Taryn Allen,"As a whole, Death on the Nile has flaws that outweigh its old-fashioned charm.",173
174,tt7657566,Wendy Ide,"The camera whirls giddily, dizzy from the sparkle and spectacle, but not quite able to conceal the fact that this is an empty bauble of a movie.",174
175,tt7657566,Edward Porter,That gaudy style — combined with the melodrama of the script’s modified take on Christie’s plot — remains diverting even if some of the supposedly Egyptian backdrops look phoney.,175
176,tt7657566,Rex Reed,"Having just returned from two weeks in Egypt, I can tell you the only thing they got right is the scenery.",176
177,tt7657566,Sandra Hall,"While the gamble Branagh takes in disinterring Poirot’s long-neglected sensitive side may be regarded as sacrilege by some, I think it works. Poirot has a yearning heart.",177
178,tt7657566,Bilge Ebiri,"Branagh seems to be having a grand old time, so we might as well, too.",178
179,tt7657566,Ty Burr,"The cast is game, the setting is luxe, the direction is a little fussy, but the whole thing feels slightly… routine.",179
180,tt7657566,Peter Travers,Even a lackluster script and dodgy computer effects cant screw up the retro bliss doled out by director and star Kenneth Branagh as he sets sail for Egypt with an all-star cast that keeps you guessing whodunit.,180
181,tt7657566,Joe Morgenstern,"[Death on the Nile] has pizazz and period style in the same way today’s big-brand toothpastes have flavor -- artificial ingredients give them a taste that’s discernible, but too generic to name.",181
182,tt7657566,Christy Lemire,This whodunit mostly becomes a who-cares.,182
183,tt7657566,Emily Zemler,Ultimately it’s Branagh’s direction that makes the story a success.,183
184,tt7657566,Donald Clarke,"For all the problems here, Death on the Nile is more successful than Branaghs earlier Poirot adventure. The action is livelier. The humour is sharper. The cast seem more energised.",184
185,tt7657566,James Berardinelli,"Die-hard Christie purists may be disappointed by some of the changes but, on the whole, Death on the Nile is faithful enough to tell the story and different enough to work better with modern-day concerns about diversity than the original text.",185
186,tt7657566,Linda Marric,"Death On The Nile often feels clunky, overinflated and very silly in parts. Granted there are some decent performances, mainly courtesy of Okonedo. Gadot and Mackey, but on the whole, the film simply fails to present a valid reason for its existence.",186
187,tt7657566,Nell Minow,"It is beautiful to look at, and to listen to, with a superb soundtrack that includes sultry songs by a nightclub performer (Sophie Okonedo, the highlight of the film).",187
188,tt7657566,David Fear,"Death on the Nile has its joys and flaws apart from that Armie factor, but it’s almost like trying to assess whether the appetizer course could have been slightly undercooked while an elephant stampedes over the whole dinner table.",188
189,tt4513678,Jake Wilson,Gruesomely sentimental.,189
190,tt4513678,Josh Flanders,"[It] relaunches the franchise with a mostly funny and solid offering. Hearkening to the great movies of the 80s, this film follows a group of very capable and hilarious kids who save the world from destruction.",190
191,tt4513678,Mark Feeney,It has its moments... but they don't make up for a general flat-footedness and tendency to wobble.,191
192,tt4513678,Hannah Strong,"Haunting, but not in the good way.",192
193,tt4513678,Wendy Ide,"The film's main appeal is not what it appropriates from other Ghostbusters pictures, but that it's a nostalgic nod to the Spielbergian family adventures of the same period.",193
194,tt4513678,Linda Marric,Jason Reitman's Ghostbusters: Afterlife is what one gets when a franchise finally throws in the towel and gives its fans exactly what they've been waiting for all along.,194
195,tt4513678,Richard Roeper,"A good story is key, and this sequel doesn't have it.",195
196,tt4513678,Thelma Adams,"In this outing, original director Ivan Reitman passes the funky fedora to son Jason, who directed and cowrote a breezy script with percussive, jokey dialogue. It's all gooey fun, with garrulous ghosts and anarchic mini Stay Puft marshmallow men.",196
197,tt4513678,Clarisse Loughrey,"Ghostbusters: Afterlife is simply the things you already knew and liked, but repeated with unearned gravitas.",197
198,tt4513678,Richard Lawson,"I've no doubt that there is genuine intent on Reitman's part to honor his father's work. But otherwise, Afterlife exists solely to restart a moribund franchise, so that a dormant conveyor belt of product may groan back into motion.",198
199,tt4513678,Oliver Jones,Reitman's film is guided by a barely hidden contempt for the intelligence of the fans it so desperately courts.,199
200,tt4513678,Christy Lemire,"This Ghostbusters takes the series' mythology way too seriously, approaching what should be a light, silly comedy as if it were serious science fiction. The result is an awkward and unwarranted feeling of reverence.",200
201,tt4513678,Stephanie Zacharek,Ghostbusters: Afterlife isn't original or appealing enough to stand on its own.,201
202,tt4513678,Nell Minow,"Somehow they manage to change what worked in the original, misuse what is new, and keep only what shows us how much better the 1984 original was.",202
203,tt4513678,Brian Lowry,"At its best Ghostbusters: Afterlife simply delivers a good time, combining the upgraded special effects with comedy and youthful angst, while taking a little too long to get to the good stuff.",203
204,tt4513678,Manohla Dargis,"There's a story, sure, though you don't care and neither do I. What matters are the jokes, energy, boos and characters, who are appealing mostly because the performers playing them are too.",204
205,tt4513678,David Fear,"Should you be a Ghostbusters admirer who goes into this franchise extension wanting to see an actual, y'know, movie, you'll feel as if you trespassing in someone else's house of worship. But at least you'll who'll not to call next time.",205
206,tt4513678,David Sims,"The original Ghostbusters thrived on irreverence, and to see it treated with such moon-eyed worship feels terribly counterproductive. Not every hit movie from the past needs to be cherished like a holy text.",206
207,tt4513678,Adam Graham,"It's nostalgic, it's easy, but it's empty, and it doesn't bring anythingfresh to the table.",207
